Geo Point;Geo Shape;gml_id;objectid;circ_apaisee;type_agt_velo;sens;jalonnement;c_insee;annee_mes;etat
48.0982086679, -1.64773217661;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.647786053288003, 48.09810048036466], [-1.647678299939615, 48.09831685538973]]]}";circ_apais_amgt_velo.515;515;zone 30;;;;35238;;
48.1195921152, -1.71620371769;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.716023016382719, 48.11944872013159], [-1.716203492704966, 48.11945177146512], [-1.716235719823936, 48.11945982122874], [-1.716248575559077, 48.11949002152019], [-1.716234936062699, 48.11987201671092]]]}";circ_apais_amgt_velo.517;517;zone 30;;;;35238;;
48.0930366584, -1.64259712584;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.64254479894515, 48.09343478339875], [-1.642649452735997, 48.09263853340802]]]}";circ_apais_amgt_velo.519;519;zone 30;;;;35238;;
48.1156018501, -1.67730649719;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677731896829241, 48.1156129333469], [-1.677282415459232, 48.11561688985351], [-1.677280171014666, 48.1155876962599], [-1.676939516004232, 48.11558830615089], [-1.6768842975107, 48.11557442278147]]]}";circ_apais_amgt_velo.522;522;zone 30;;;;35238;;
48.0997357943, -1.66775484929;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.667596635115931, 48.10007773742687], [-1.667890908732584, 48.099876411739906], [-1.667631589451759, 48.099316384038595]]]}";circ_apais_amgt_velo.525;525;zone de rencontre;;;;35238;;
48.1295426747, -1.6396776015;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.63946193020278, 48.129299128437076], [-1.639518556764722, 48.129355348307776], [-1.639699149875202, 48.12953464406437], [-1.639733055603157, 48.12957787811126], [-1.639849776087839, 48.12981744303377]]]}";circ_apais_amgt_velo.528;528;zone 30;;;;35238;;
48.1182665848, -1.7109773241;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.710547656261457, 48.11817001304187], [-1.710607265750185, 48.118240650181306], [-1.710701060532781, 48.11827303206846], [-1.711440323053601, 48.118278069318066]]]}";circ_apais_amgt_velo.530;530;zone 30;;;;35238;;
48.1266978771, -1.66383404042;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.663444451279115, 48.127219360645405], [-1.663428036110919, 48.12688465113517], [-1.663932170282352, 48.126875292779495], [-1.663932387461694, 48.1267705805876], [-1.664066381785733, 48.12641589543742], [-1.664164950927237, 48.126254302527585], [-1.664286170256641, 48.12607530152246]]]}";circ_apais_amgt_velo.532;532;zone 30;;;;35238;;
48.1296792527, -1.69778752722;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.698670770484286, 48.129558071249], [-1.696904283957897, 48.12980043417393]]]}";circ_apais_amgt_velo.533;533;zone 30;;;;35238;;
48.1261613039, -1.65755790963;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.657546490764082, 48.12599394435789], [-1.657569328502085, 48.126328663450124]]]}";circ_apais_amgt_velo.537;537;zone 30;;;;35238;;
48.120602112, -1.71348792546;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.713486839606444, 48.120548774135784], [-1.71348901132236, 48.120655449953084]]]}";circ_apais_amgt_velo.543;543;zone 30;;;;35238;;
48.1210969, -1.71464562123;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.714655787412245, 48.12079894036252], [-1.714635455052025, 48.12139485971283]]]}";circ_apais_amgt_velo.547;547;zone 30;;;;35238;;
48.1114386627, -1.70738332571;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.707255167282042, 48.11114205298127], [-1.707511484129626, 48.11173527251507]]]}";circ_apais_amgt_velo.549;549;zone de rencontre;;;;35238;;
48.082775902, -1.67029590607;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.670852051187111, 48.08321765369606], [-1.669988173911602, 48.083152292765476], [-1.669883737638667, 48.08312166515652], [-1.669808370228954, 48.08306156249749], [-1.669612128406104, 48.0826807233335], [-1.669607618550649, 48.0826219763451], [-1.66962615396724, 48.08256824001167], [-1.669656796971114, 48.082523472961114], [-1.669704849785309, 48.08248385542905], [-1.669767320008977, 48.082447526628556], [-1.669841808572994, 48.082422153049414], [-1.669920699304783, 48.08241570330246], [-1.670094874672463, 48.08239375742342], [-1.670214269209108, 48.082398006157995], [-1.670352833305562, 48.082431301269644], [-1.670437227859208, 48.082460400150225], [-1.671124198851085, 48.08269739445728], [-1.671312742056616, 48.08280146380784]]]}";circ_apais_amgt_velo.390;390;zone de rencontre;;;;35238;;
48.1275078302, -1.64061620401;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640415481269357, 48.12767185087603], [-1.640591294208653, 48.12743156721023], [-1.640627251143821, 48.127427323249265], [-1.640869807611922, 48.12750836213473]]]}";circ_apais_amgt_velo.392;392;zone de rencontre;;;;35238;;
48.1335312469, -1.66483115267;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.66460689981815, 48.13349632408032], [-1.665055405525154, 48.13356616981296]]]}";circ_apais_amgt_velo.488;488;zone 30;;;;35238;;
48.1110385487, -1.69384270801;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.697103969881703, 48.111147062395034], [-1.696220903333113, 48.11105455643364], [-1.692684251442532, 48.110870366007966], [-1.690891395566216, 48.111329254655075], [-1.690648002287141, 48.11146776158838]]]}";circ_apais_amgt_velo.3141;3141;;bande cyclable;;;35238;;P
48.0857248959, -1.64192294711;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.642562344026221, 48.08643643999079], [-1.642166337505829, 48.085765851015985], [-1.641878006947113, 48.0858589667496], [-1.641784185529445, 48.08585173536586], [-1.641666019217621, 48.08552243144454], [-1.641291613220159, 48.08497118984772]]]}";circ_apais_amgt_velo.21;21;;mixte piéton + vélo;double-sens;non;35238;2002;R
48.1098456488, -1.67152872946;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.672353393282333, 48.109844315596625], [-1.672304511498843, 48.109844496234935], [-1.672160213230868, 48.1098443911961], [-1.67197836943993, 48.109845113256604], [-1.671676955873852, 48.10984717282649], [-1.671659801161559, 48.109846384870885], [-1.671644726668159, 48.10984598455331], [-1.67163091096612, 48.10984416706567], [-1.671325127281013, 48.109847933291], [-1.670894381045552, 48.10984863768406], [-1.670872046997233, 48.10984972879829], [-1.670769336124231, 48.109834297580775], [-1.670705055060972, 48.109834264206555]]]}";circ_apais_amgt_velo.83;83;;bande cyclable;sens unique;non;35238;1996;R
48.1475092788, -1.66996617298;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.668353031381276, 48.146221148132355], [-1.671579314581316, 48.14879740956509]]]}";circ_apais_amgt_velo.1731;1731;;piste cyclable;double-sens;non;35278;2015;
48.1289129173, -1.66555826087;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.664172681076137, 48.12850386041984], [-1.66418226674545, 48.12850555496971], [-1.664424161881062, 48.128541761135274], [-1.664768439570364, 48.12861442732567], [-1.665094963069429, 48.12870232872271], [-1.665407542532228, 48.128800270397015], [-1.665700454591997, 48.12892139325003], [-1.666895268070644, 48.12947094614667]]]}";circ_apais_amgt_velo.2775;2775;;piste cyclable;sens unique;non;35238;1990;P
48.139833957, -1.65658092065;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.655973211587159, 48.138604392737136], [-1.656017935635876, 48.13903241605152], [-1.656262307567839, 48.13905496642605], [-1.65629445469295, 48.139276691516656], [-1.656337188918253, 48.13961558465906], [-1.656394240870161, 48.13971059659684], [-1.656453988959228, 48.14003663596125], [-1.656414824072381, 48.14013959689798], [-1.656477155285285, 48.14036010027798], [-1.656901165918006, 48.14035915792106], [-1.656981805235781, 48.14051404053132], [-1.657687339734081, 48.140477369071625]]]}";circ_apais_amgt_velo.2778;2778;;;;;35238;;R
48.1262915517, -1.64155641062;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.641817566846938, 48.12592805370744], [-1.641797498290871, 48.12595161955418], [-1.641378404264813, 48.126539245044825], [-1.641306630500041, 48.1266626643412]]]}";circ_apais_amgt_velo.2781;2781;;bande cyclable;double-sens;non;35238;1990;R
48.0915321329, -1.64372011214;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.643724651095418, 48.09137057436145], [-1.643715573185713, 48.0916936915139]]]}";circ_apais_amgt_velo.673;673;zone 30;;;;35238;;
48.0984363744, -1.67910323913;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679218241053462, 48.099185850474676], [-1.678988237214391, 48.09768689835806]]]}";circ_apais_amgt_velo.676;676;zone 30;;;;35238;;
48.092915432, -1.64004854444;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640099409883746, 48.09275713783859], [-1.640074613090476, 48.092755530314115], [-1.640053509048536, 48.09275440985544], [-1.640032588307672, 48.0927557310509], [-1.640011623456465, 48.092756442209314], [-1.639976233262266, 48.09275943687092], [-1.639950696135319, 48.092763834076614], [-1.63992998470314, 48.092768708659484], [-1.639914627326328, 48.09277468624842], [-1.639897462270983, 48.09278295159007], [-1.63984895962364, 48.092817063509116], [-1.639837385466477, 48.09283026167216], [-1.639819819216053, 48.09285139849283], [-1.639815168351208, 48.09285957945674], [-1.639807580582058, 48.09287418182545], [-1.639811652476902, 48.09294016632608], [-1.639822630115628, 48.092971014902716], [-1.639836632121619, 48.092997820020884], [-1.639851511593571, 48.09301721371264], [-1.639871836539941, 48.09303497293625], [-1.639882378429633, 48.093039023815635], [-1.639928819802172, 48.09305759846955], [-1.639968541856198, 48.09306973061631], [-1.640030165653371, 48.09307815292259], [-1.640058522250808, 48.09308033760023], [-1.640066132883474, 48.09308038989042], [-1.640087664697385, 48.0930773824874], [-1.640105677636542, 48.09307480456848], [-1.640163429556125, 48.09306135420363], [-1.640197582389483, 48.09304575237536], [-1.640224657326722, 48.093031595022254], [-1.640244716867808, 48.093019681562325], [-1.640262764482173, 48.09299700426516], [-1.640281386484946, 48.092960676273634], [-1.640286376609108, 48.092948552106876], [-1.640291047325205, 48.09291361810132], [-1.6402897723569, 48.09287894394904], [-1.640274757732582, 48.09285458015823], [-1.640255681911776, 48.092831958058866], [-1.640239236561169, 48.092812457330766], [-1.64022210033506, 48.092796445430075], [-1.640196949861211, 48.09278380351633], [-1.640170895580371, 48.0927718495441], [-1.640144514773282, 48.092763517459], [-1.640099409883746, 48.09275713783859]]]}";circ_apais_amgt_velo.680;680;;bande cyclable;double-sens;oui;35238;1990;
48.1367083703, -1.65982903803;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.65918002872283, 48.13654746149639], [-1.660478047329992, 48.13686927919207]]]}";circ_apais_amgt_velo.681;681;zone 30;;;;35238;;
48.1242521576, -1.63669257837;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.636265236855254, 48.12449409371391], [-1.636331875208796, 48.12442698290703], [-1.636408870592874, 48.124367293615876], [-1.636476863267574, 48.12431823907694], [-1.636554752798259, 48.12427148864745], [-1.636682136086943, 48.12421391263793], [-1.636824341492314, 48.12417150716908], [-1.636956595547938, 48.12415013661394], [-1.637067198521428, 48.12414540708764], [-1.637172814080092, 48.124143581670914]]]}";circ_apais_amgt_velo.126;126;zone de rencontre;;;;35238;;
48.0968536449, -1.66713177912;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.666982170281238, 48.097138735482325], [-1.667281387964565, 48.096568554310906]]]}";circ_apais_amgt_velo.127;127;zone 30;;;;35238;;
48.1246357796, -1.65158891754;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.651880651279225, 48.12707869299272], [-1.651871221068042, 48.1265445064953], [-1.651695610788882, 48.12506795152861], [-1.651613183989242, 48.1246183238144], [-1.651422714109484, 48.1235806644162], [-1.65130280956413, 48.12290271871], [-1.65119070796601, 48.12220463145461]]]}";circ_apais_amgt_velo.128;128;;bande cyclable;double-sens;non;35238;1992;P
48.1061937442, -1.6932845412;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.693150889281915, 48.107264481695935], [-1.693202070359562, 48.106752358660536], [-1.69327356781898, 48.10628169684879], [-1.693287556756837, 48.10619128836191], [-1.693426865453014, 48.1051239256336]]]}";circ_apais_amgt_velo.1261;1261;;bande cyclable;double-sens;non;35238;1992;
48.1155862519, -1.67426966366;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67414606812447, 48.11641588541422], [-1.674358645682051, 48.115059686964685], [-1.674336517834815, 48.11476949802418], [-1.674344714348779, 48.11475664895166]]]}";circ_apais_amgt_velo.1303;1303;;bande cyclable;sens unique;non;35238;2009;P
48.1143709261, -1.66603104526;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.666240614497914, 48.11254714044005], [-1.665988868424113, 48.11425093751979], [-1.66600762312553, 48.11429315552651], [-1.665983244555718, 48.11446541841227], [-1.665953261907434, 48.11447991133011], [-1.665872020619512, 48.115029179655615], [-1.665867750543372, 48.115136718469834], [-1.665866473905356, 48.11519534222629], [-1.665869756054074, 48.115310205720725], [-1.665904197693286, 48.115481273036764], [-1.666034227261316, 48.115824370410614], [-1.666165520798923, 48.11616150540471]]]}";circ_apais_amgt_velo.1494;1494;;bande cyclable;sens unique;non;35238;1996;P
48.1161894288, -1.66167026817;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.658638973247766, 48.116129319115146], [-1.660567931742271, 48.11617200963519], [-1.661855877125973, 48.1162004961575], [-1.66349552410802, 48.11621445802138], [-1.664701580385685, 48.11624611031052]]]}";circ_apais_amgt_velo.1522;1522;;bande cyclable;sens unique;non;35238;2011;P
48.1073402607, -1.66588968557;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.665909456011732, 48.10702881824928], [-1.665906449707927, 48.10709128147281], [-1.665901734181224, 48.10713128378182], [-1.665902177079057, 48.10717111008735], [-1.665899830637319, 48.10722201107041], [-1.665879399038461, 48.10749343873303], [-1.665873037453653, 48.10756974874461], [-1.665866722121461, 48.10762616762859], [-1.665864251682817, 48.10765138512167]]]}";circ_apais_amgt_velo.1784;1784;;piste cyclable;sens unique;non;35238;2010;P
48.1120895206, -1.68027670724;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.680287304274937, 48.11241379102619], [-1.680266796151819, 48.11179857619678], [-1.680273970142766, 48.11176597249108]]]}";circ_apais_amgt_velo.1828;1828;zone 30;mixte bus + vélo;double-sens;non;35238;1991;R*
48.1000083474, -1.67589870485;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.675964347305045, 48.10024118600114], [-1.675833062403242, 48.09977550875193]]]}";circ_apais_amgt_velo.1768;1768;;mixte bus + vélo;double-sens;non;35238;2002;R
48.1052399707, -1.66608915519;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.666034947790537, 48.10565606486214], [-1.666143362584519, 48.10482387663632]]]}";circ_apais_amgt_velo.2181;2181;;mixte bus + vélo;sens unique;non;35238;1990;P
48.1085086909, -1.68377132517;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.683692828642455, 48.108545278999785], [-1.683849821704682, 48.10847210272725]]]}";circ_apais_amgt_velo.2300;2300;;bande cyclable;contre-sens vélo;non;35238;2000;
48.109834995, -1.68217197779;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684142272969509, 48.10980872695547], [-1.68381063985473, 48.10982852568125], [-1.682019626899681, 48.10983448983165], [-1.681199343095322, 48.10984318482608], [-1.680201151503424, 48.10984389938088]]]}";circ_apais_amgt_velo.655;655;zone 30;mixte bus + vélo;double-sens;non;35238;2000;R
48.1342750299, -1.67384732852;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.673112755018249, 48.134244381777556], [-1.67458190201556, 48.134305678028056]]]}";circ_apais_amgt_velo.1975;1975;zone de rencontre;;;;35238;;
48.127018922, -1.65558272697;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.655766107266149, 48.126870940227505], [-1.655457201205696, 48.127121052311196], [-1.655396843546106, 48.12716359229464]]]}";circ_apais_amgt_velo.1986;1986;zone 30;;;;35238;;
48.0943365088, -1.6774133953;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67738964212889, 48.094608639335455], [-1.67743714846134, 48.094064378253535]]]}";circ_apais_amgt_velo.1988;1988;zone 30;;;;35238;;
48.0883400592, -1.66663185541;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.672151874998616, 48.0884310759196], [-1.671570576069582, 48.08841916071444], [-1.670781962449044, 48.08840363781414], [-1.669981705896525, 48.08838963326886], [-1.669176863020252, 48.08837606180066], [-1.668378935242516, 48.088365062036075], [-1.667594875047211, 48.08835414593454], [-1.666793695463246, 48.088339025926814], [-1.666023317088868, 48.08833129024253], [-1.665196588881428, 48.088317031487634], [-1.664232610882367, 48.08830379461379], [-1.662411285352345, 48.08827675373828], [-1.661900972989282, 48.088264900746566], [-1.661845184670049, 48.088271304964714], [-1.661112081599907, 48.08825938256878]]]}";circ_apais_amgt_velo.1342;1342;;bande cyclable;double-sens;non;35238;1992;
48.0840670604, -1.65542586696;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.655409912895406, 48.08447038260011], [-1.65544182102889, 48.08366373814006]]]}";circ_apais_amgt_velo.1391;1391;zone de rencontre;;;;35238;;
48.1033707085, -1.65376764308;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653361758105316, 48.10337128002233], [-1.654173528061874, 48.10337013701406]]]}";circ_apais_amgt_velo.1393;1393;zone 30;;;;35238;;
48.1017276384, -1.6401194613;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640198967342266, 48.10171870771027], [-1.640039955261076, 48.10173656910313]]]}";circ_apais_amgt_velo.1398;1398;zone 30;;;;35238;;
48.1016466449, -1.6780758531;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.678570318293718, 48.10164089569772], [-1.677581387910707, 48.10165239403044]]]}";circ_apais_amgt_velo.1255;1255;zone 30;;;;35238;;
48.085386696, -1.65548260886;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.65684050929003, 48.08501363073004], [-1.656042877419617, 48.08499539921091], [-1.655729891218998, 48.08499780704135], [-1.655594116905616, 48.085011777376906], [-1.655464952713214, 48.08504386147704], [-1.655341528035732, 48.08508292143745], [-1.655211547454143, 48.08513278925893], [-1.655077272507115, 48.08519319309718], [-1.654978151714741, 48.08526911285064], [-1.654879032273598, 48.08535548478361], [-1.654805229884929, 48.08541839473024], [-1.654746019404852, 48.085501438063275], [-1.654744042133227, 48.08557044946902], [-1.654767062995858, 48.085627365312526], [-1.654832617222032, 48.08571301435887], [-1.65490963801398, 48.08578116884515], [-1.655005217772483, 48.08585379773373], [-1.655062528593443, 48.0859464484343], [-1.655077391599907, 48.08602622124423], [-1.655084490463616, 48.08618091656862], [-1.655065444658979, 48.0864959788269], [-1.655065224596202, 48.086499144164385]]]}";circ_apais_amgt_velo.1312;1312;zone de rencontre;;;;35238;;
48.1090962809, -1.70111627302;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.701016559893845, 48.10885962952417], [-1.701215986138102, 48.10933293222327]]]}";circ_apais_amgt_velo.1330;1330;zone de rencontre;;;;35238;;
48.1158240389, -1.62341590842;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.622781136979135, 48.114141018546825], [-1.622791817334981, 48.11456877192909], [-1.622812660610671, 48.11465133202276], [-1.622832031985198, 48.11471435106792], [-1.622991918682293, 48.11489507285906], [-1.623125138274728, 48.115013021918585], [-1.623260197452539, 48.115155398741265], [-1.623339450979835, 48.11524872136798], [-1.62355410477773, 48.1155617949106], [-1.623607442900739, 48.115687339695945], [-1.62367641468121, 48.11588453063703], [-1.62370847462151, 48.116232736144], [-1.623714332599171, 48.11685780569294], [-1.623744416947756, 48.11762631543023]]]}";circ_apais_amgt_velo.675;675;;piste cyclable;sens unique;non;35051;2005;
