niveau géographique;code géographique;libellé géographique;âge regroupé (4 classes d'âges);indicateur de nationalité condensé (Français/Étranger);sexe;NB;population;inter_codegeo1;EPCI;LIBEPCI;NOM_DEPT;NOM_REG;CODE_DEPT;CODE_REG;NATURE_EPCI
COM;35206;Noyal-Châtillon-sur-Seiche;25 à 54 ans;Étrangers;hommes;47.94282234;48;35206;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35208;Orgères;55 ans ou plus;Français;hommes;491.05349147;491;35208;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35210;Pacé;15 à 24 ans;Français;hommes;803.41245182;803;35210;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35051;Cesson-Sévigné;55 ans ou plus;Français;hommes;2428.8746697;2429;35051;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35058;La Chapelle-Chaussée;15 à 24 ans;Étrangers;femmes;3.1307622634;3;35058;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35059;La Chapelle-des-Fougeretz;55 ans ou plus;Français;femmes;595.72736034;596;35059;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35059;La Chapelle-des-Fougeretz;55 ans ou plus;Étrangers;hommes;4.9226025237;5;35059;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35076;Chavagne;55 ans ou plus;Français;hommes;510.21776175;510;35076;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35080;Cintré;55 ans ou plus;Étrangers;hommes;0.9888193202;1;35080;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35022;Bécherel;25 à 54 ans;Français;femmes;131.69334651;132;35022;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35216;Parthenay-de-Bretagne;55 ans ou plus;Étrangers;femmes;0.0;0;35216;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35240;Le Rheu;15 à 24 ans;Étrangers;femmes;13.309540825;13;35240;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35240;Le Rheu;25 à 54 ans;Étrangers;femmes;82.709289413;83;35240;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35315;Saint-Sulpice-la-Forêt;55 ans ou plus;Français;hommes;191.14823349;191;35315;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
