Geo Point;Geo Shape;ID;Zone tarifaire;Tarif 15';Tarif 30';Tarif 1h;Tarif 1h30;Tarif 2h;Tarif 3h;Tarif 4h
48.1183724416, -1.68732808665;"{""type"": ""LineString"", ""coordinates"": [[-1.687410084383634, 48.11839084282981], [-1.687246088919104, 48.11835404033724]]}";6739;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1132449177, -1.68775175275;"{""type"": ""LineString"", ""coordinates"": [[-1.687369667996723, 48.112527378946844], [-1.688133837496834, 48.11396245650522]]}";6652;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1121513459, -1.69094228106;"{""type"": ""LineString"", ""coordinates"": [[-1.691058866979572, 48.111989843369784], [-1.691009445063575, 48.11207272925251], [-1.690950391450375, 48.112149904109295], [-1.6908786842082, 48.11223827659619], [-1.690803934363985, 48.11229320418063]]}";6666;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1145262997, -1.69092932914;"{""type"": ""LineString"", ""coordinates"": [[-1.691709257132105, 48.11485915777862], [-1.690149401156822, 48.11419344162564]]}";6677;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1126696619, -1.68972705123;"{""type"": ""LineString"", ""coordinates"": [[-1.690683864513433, 48.112375920920705], [-1.690561720001231, 48.11243583372967], [-1.690446996956316, 48.112477133643594], [-1.690318098974162, 48.11251290771085], [-1.688758999688799, 48.112932014775275]]}";6670;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1143485946, -1.68826761899;"{""type"": ""LineString"", ""coordinates"": [[-1.688241195715116, 48.114228725490285], [-1.688265715178095, 48.11429791462852], [-1.688281471968708, 48.11447121696254]]}";6673;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1139657004, -1.6908954127;"{""type"": ""LineString"", ""coordinates"": [[-1.691174709369695, 48.11368585432765], [-1.690616116038089, 48.11424554643893]]}";6676;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.114154806, -1.69282132504;"{""type"": ""LineString"", ""coordinates"": [[-1.693154264184646, 48.11377597020397], [-1.69248838590435, 48.11453364174104]]}";6681;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1158906121, -1.68815546654;"{""type"": ""LineString"", ""coordinates"": [[-1.68829252868361, 48.11594453153813], [-1.688018404400853, 48.11583669269934]]}";6689;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1156762971, -1.68869651693;"{""type"": ""LineString"", ""coordinates"": [[-1.688888982723245, 48.115462461677424], [-1.688504051141178, 48.11589013246726]]}";6691;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1180200033, -1.68932735887;"{""type"": ""LineString"", ""coordinates"": [[-1.6896123911716, 48.11770893508037], [-1.689042326575718, 48.118331071604345]]}";6698;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1175576896, -1.68818798117;"{""type"": ""LineString"", ""coordinates"": [[-1.688409438903856, 48.11730548139128], [-1.687966523435584, 48.11780989771246]]}";6702;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1004462943, -1.67945144005;"{""type"": ""LineString"", ""coordinates"": [[-1.6794893493789, 48.100699373655445], [-1.679413530718571, 48.100193214914235]]}";6637;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1001834499, -1.6772608774;"{""type"": ""LineString"", ""coordinates"": [[-1.67819563461087, 48.1001202411862], [-1.676326120198727, 48.1002466586219]]}";6641;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.0985598922, -1.6754020519;"{""type"": ""LineString"", ""coordinates"": [[-1.675518872141446, 48.09900794790143], [-1.675285231660303, 48.09811183659821]]}";6522;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1006505381, -1.67248325566;"{""type"": ""LineString"", ""coordinates"": [[-1.672467129275599, 48.10061637066659], [-1.672499382046406, 48.100684705468076]]}";322;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086639263, -1.6862868066;"{""type"": ""LineString"", ""coordinates"": [[-1.686440662289453, 48.10899208342474], [-1.686132950913801, 48.10833576916651]]}";324;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1027826848, -1.68116675905;"{""type"": ""LineString"", ""coordinates"": [[-1.681077721668524, 48.10247752467883], [-1.681255796436173, 48.10308784495256]]}";344;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1021501391, -1.68241447431;"{""type"": ""LineString"", ""coordinates"": [[-1.682048163452811, 48.10220718410462], [-1.682638101013969, 48.10211922529481], [-1.68277622340684, 48.102073847096165]]}";342;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.101993594, -1.69221627232;"{""type"": ""LineString"", ""coordinates"": [[-1.692567785987212, 48.10200767862846], [-1.692293706484556, 48.10201267374316], [-1.69186631769924, 48.10195344415908]]}";5515;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1076956688, -1.68564788434;"{""type"": ""LineString"", ""coordinates"": [[-1.686400617102906, 48.107107164034524], [-1.684895151579664, 48.10828417353349]]}";304;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.111094299, -1.6915847979;"{""type"": ""LineString"", ""coordinates"": [[-1.692368379759955, 48.11089262498133], [-1.690801216032129, 48.11129597304099]]}";1638;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1063696006, -1.68729443702;"{""type"": ""LineString"", ""coordinates"": [[-1.68771526119562, 48.106151477126105], [-1.68687361284632, 48.10658772407897]]}";136;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.0996576516, -1.67357281483;"{""type"": ""LineString"", ""coordinates"": [[-1.67368676774252, 48.09964469607025], [-1.673458861916383, 48.099670607219934]]}";318;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1148623856, -1.67388657593;"{""type"": ""LineString"", ""coordinates"": [[-1.673977872883824, 48.11486998274865], [-1.673795278972779, 48.1148547884915]]}";232;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1090531445, -1.69376200206;"{""type"": ""LineString"", ""coordinates"": [[-1.693874965676239, 48.10927431583105], [-1.693649038451309, 48.10883197315889]]}";1629;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1085843499, -1.69454831207;"{""type"": ""LineString"", ""coordinates"": [[-1.694881613803771, 48.10850614141934], [-1.694215010344874, 48.10866255841981]]}";645;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.104701542, -1.69155505912;"{""type"": ""LineString"", ""coordinates"": [[-1.691521798115251, 48.10492131258796], [-1.691588320117454, 48.10448177145583]]}";4921;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1083230723, -1.67560776128;"{""type"": ""LineString"", ""coordinates"": [[-1.675892728423421, 48.108397787673994], [-1.675322794130691, 48.108248356932485]]}";177;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1019379097, -1.67720120119;"{""type"": ""LineString"", ""coordinates"": [[-1.677547309957817, 48.10189235767372], [-1.676855092413419, 48.101983461789644]]}";5196;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086067743, -1.69611382848;"{""type"": ""LineString"", ""coordinates"": [[-1.696270934307371, 48.108679751780016], [-1.695956722643598, 48.108533796861074]]}";1635;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1072552727, -1.68937770798;"{""type"": ""LineString"", ""coordinates"": [[-1.689199698362871, 48.10723153954855], [-1.689555717598263, 48.10727900586003]]}";4577;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1108712966, -1.66952854101;"{""type"": ""LineString"", ""coordinates"": [[-1.669518193066359, 48.11075701803482], [-1.669538888962256, 48.110985575253856]]}";656;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1044309256, -1.69230677866;"{""type"": ""LineString"", ""coordinates"": [[-1.692319333492653, 48.10433886280422], [-1.692294223826582, 48.104522988373176]]}";4563;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1110431612, -1.66988008869;"{""type"": ""LineString"", ""coordinates"": [[-1.670012366526536, 48.11103963871312], [-1.66974781084868, 48.11104668363988]]}";655;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1177994072, -1.67764780816;"{""type"": ""LineString"", ""coordinates"": [[-1.677543105856223, 48.118059085213794], [-1.67775251047049, 48.117539729093764]]}";3;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1078321095, -1.67917568485;"{""type"": ""LineString"", ""coordinates"": [[-1.679184484870105, 48.10809799412211], [-1.679166884822382, 48.10756622480927]]}";98;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1134327615, -1.68374649092;"{""type"": ""LineString"", ""coordinates"": [[-1.684849672382421, 48.113066869222656], [-1.684541790751322, 48.11313460124744], [-1.68430416101303, 48.11319038852468], [-1.684138937998279, 48.113262762887125], [-1.683697123701961, 48.11343989866542], [-1.683227656956485, 48.11362751565892], [-1.682800752111429, 48.11381367120942], [-1.682678829418258, 48.11389408543097]]}";10;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1005960567, -1.6708090277;"{""type"": ""LineString"", ""coordinates"": [[-1.671925830708042, 48.10049296983559], [-1.669692224684713, 48.10069914356357]]}";308;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1123716359, -1.68330955219;"{""type"": ""LineString"", ""coordinates"": [[-1.683394511079246, 48.112459247963194], [-1.683224593298555, 48.11228402387833]]}";33;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1035484099, -1.6884377311;"{""type"": ""LineString"", ""coordinates"": [[-1.688311102556727, 48.10390419957347], [-1.688483004023142, 48.103489070406646], [-1.688423542235432, 48.10337743712173], [-1.688600207114221, 48.1032463350231]]}";301;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086712337, -1.67285934712;"{""type"": ""LineString"", ""coordinates"": [[-1.672281597577878, 48.10856546400874], [-1.67280044923572, 48.10866397202467], [-1.673438203308799, 48.10877080947339]]}";158;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1030206736, -1.68311655596;"{""type"": ""LineString"", ""coordinates"": [[-1.683184963766588, 48.10305558182466], [-1.683048148155457, 48.10298576539096]]}";350;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1118785934, -1.68116703481;"{""type"": ""LineString"", ""coordinates"": [[-1.681177355120673, 48.11193490418099], [-1.681156714489455, 48.11182228270065]]}";36;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1035244294, -1.6761665189;"{""type"": ""LineString"", ""coordinates"": [[-1.676558511593403, 48.10347748861637], [-1.675774526215078, 48.10357137026565]]}";667;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1087623591, -1.68643382949;"{""type"": ""LineString"", ""coordinates"": [[-1.686518711749063, 48.108946286348875], [-1.686348947221327, 48.10857843191089]]}";325;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1031750384, -1.68207151768;"{""type"": ""LineString"", ""coordinates"": [[-1.682328848033787, 48.103233954319535], [-1.681814187330889, 48.10311612245948]]}";352;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1002861132, -1.67234442782;"{""type"": ""LineString"", ""coordinates"": [[-1.672282284131445, 48.100142607096366], [-1.672339084991871, 48.100237284549024], [-1.672385925255552, 48.1004379815678]]}";321;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1036594445, -1.68276082397;"{""type"": ""LineString"", ""coordinates"": [[-1.682980783383533, 48.10369254746215], [-1.682540864549835, 48.10362634161665]]}";347;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.113476658, -1.68635706548;"{""type"": ""LineString"", ""coordinates"": [[-1.686285024277477, 48.11339445729114], [-1.686429106682588, 48.11355885861872]]}";357;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1121899654, -1.66205481637;"{""type"": ""LineString"", ""coordinates"": [[-1.662371720442022, 48.112101674520396], [-1.661737912295562, 48.11227825625955]]}";3530;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1082974894, -1.66877843781;"{""type"": ""LineString"", ""coordinates"": [[-1.668678622049983, 48.10844580821344], [-1.668878253562242, 48.10814917058948]]}";4502;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.107842949, -1.66628715948;"{""type"": ""LineString"", ""coordinates"": [[-1.666074113091945, 48.107778070764525], [-1.666500205873512, 48.107907827256945]]}";4493;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1081783806, -1.66739511697;"{""type"": ""LineString"", ""coordinates"": [[-1.667204122661077, 48.10812119174456], [-1.667586111281581, 48.1082355694103]]}";4497;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1090746242, -1.67053909817;"{""type"": ""LineString"", ""coordinates"": [[-1.671094819806093, 48.109240869633226], [-1.669983376531439, 48.108908378847474]]}";4512;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1090190913, -1.67286438458;"{""type"": ""LineString"", ""coordinates"": [[-1.672862845479943, 48.108945533182485], [-1.672865923676535, 48.109092649475485]]}";4532;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1085263545, -1.67640261463;"{""type"": ""LineString"", ""coordinates"": [[-1.676469401912606, 48.10853269743522], [-1.676335827351068, 48.1085200115234]]}";4538;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1201591695, -1.67205170289;"{""type"": ""LineString"", ""coordinates"": [[-1.67200211064228, 48.12050896885654], [-1.672101295146419, 48.11980937010499]]}";6188;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1184569057, -1.68048660281;"{""type"": ""LineString"", ""coordinates"": [[-1.680387615543402, 48.11960708684108], [-1.68034937753418, 48.11954551377795], [-1.680316462050943, 48.11946579630121], [-1.680288516163427, 48.11936345331617], [-1.680265222326883, 48.11923399327543], [-1.680272969406881, 48.119072028752534], [-1.680339417297427, 48.118800269729775], [-1.680423354049427, 48.11858179935677], [-1.680517581553259, 48.11832255808887], [-1.68060444565128, 48.11805458311738], [-1.680676212249541, 48.11776466051447], [-1.68069114386694, 48.11769678296443], [-1.680762909480909, 48.11740686028568], [-1.68076774027614, 48.117294408558216]]}";1;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1095283569, -1.65953703037;"{""type"": ""LineString"", ""coordinates"": [[-1.659438495048224, 48.10926991218541], [-1.659635565681951, 48.10978680167856]]}";6526;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1120710808, -1.67831435951;"{""type"": ""LineString"", ""coordinates"": [[-1.678317512833777, 48.11183274523446], [-1.678311206185401, 48.11230941631561]]}";55;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1095782441, -1.68195949169;"{""type"": ""LineString"", ""coordinates"": [[-1.681958003051643, 48.10974505502867], [-1.681960980324937, 48.10941143315145]]}";63;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1092972074, -1.68286844778;"{""type"": ""LineString"", ""coordinates"": [[-1.682114428179377, 48.10930330503781], [-1.682626043187256, 48.1092953047404], [-1.682924800836871, 48.10929459054278], [-1.683223544991739, 48.10929387521803], [-1.683394568893281, 48.109297547095494], [-1.68352301694647, 48.10930266919501], [-1.683622351092936, 48.10929926348939]]}";73;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.10863326, -1.6810598562;"{""type"": ""LineString"", ""coordinates"": [[-1.68188846594924, 48.108627396212526], [-1.681627765192105, 48.1086311898025], [-1.681175285896518, 48.108636412417546], [-1.68072966749322, 48.10863111499868], [-1.680491935837001, 48.10863411869833], [-1.680231248348268, 48.10863790857997]]}";90;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1086335023, -1.68228385507;"{""type"": ""LineString"", ""coordinates"": [[-1.682462363417385, 48.10864265262791], [-1.682119536773383, 48.1086250330177], [-1.682105336743214, 48.1086255193723]]}";75;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1190580898, -1.67220780716;"{""type"": ""LineString"", ""coordinates"": [[-1.672120251389643, 48.119675494966046], [-1.672295362931746, 48.11844068456911]]}";6186;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086134857, -1.68312193193;"{""type"": ""LineString"", ""coordinates"": [[-1.683655238204075, 48.108612474661726], [-1.683100330863658, 48.10861244665172], [-1.682787389813924, 48.10861363911796], [-1.682588721354868, 48.1086204491127]]}";74;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1064545008, -1.6745047966;"{""type"": ""LineString"", ""coordinates"": [[-1.674609073549974, 48.10677254119527], [-1.674400519645646, 48.10613646044355]]}";146;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1083485317, -1.67356074283;"{""type"": ""LineString"", ""coordinates"": [[-1.673644008745506, 48.1086708607385], [-1.673477476912399, 48.10802620258437]]}";168;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1047536251, -1.6714727646;"{""type"": ""LineString"", ""coordinates"": [[-1.671346739160609, 48.10499020457411], [-1.671598790040793, 48.104517045676026]]}";151;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1094085652, -1.67328405868;"{""type"": ""LineString"", ""coordinates"": [[-1.673657403630861, 48.1094065173822], [-1.672910713729053, 48.10941061309628]]}";181;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1173354848, -1.67228046167;"{""type"": ""LineString"", ""coordinates"": [[-1.673720138003851, 48.11721496818137], [-1.670840785342935, 48.117456001459345]]}";665;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1099876018, -1.66993466521;"{""type"": ""LineString"", ""coordinates"": [[-1.670158452088724, 48.10998352971327], [-1.6697108783412, 48.10999167384238]]}";190;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1090949314, -1.66034110717;"{""type"": ""LineString"", ""coordinates"": [[-1.66107187671732, 48.10903223700321], [-1.660232283488078, 48.10910967617474], [-1.659609396918188, 48.10914498864472]]}";6178;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1043488554, -1.66949990142;"{""type"": ""LineString"", ""coordinates"": [[-1.670097196538999, 48.1042753492196], [-1.669050637844216, 48.104404018365116], [-1.668902733057369, 48.10442336084428]]}";154;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1102807599, -1.67037838664;"{""type"": ""LineString"", ""coordinates"": [[-1.670991913191266, 48.11027373621458], [-1.670575622175766, 48.110276582274665], [-1.669764895298903, 48.110290688496214]]}";187;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1045089466, -1.66901597059;"{""type"": ""LineString"", ""coordinates"": [[-1.671119983896778, 48.10425469065375], [-1.670295826798888, 48.1043614711049], [-1.66958657526161, 48.10443573269999], [-1.668836365195409, 48.10453283642925], [-1.668021760305993, 48.10462497631512], [-1.666911869364342, 48.1047629378576]]}";159;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1089625143, -1.68202195317;"{""type"": ""LineString"", ""coordinates"": [[-1.682026729978662, 48.10924979388224], [-1.682017176359348, 48.10867523475491]]}";334;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.116311116, -1.67471844673;"{""type"": ""LineString"", ""coordinates"": [[-1.675036819341448, 48.116202425671915], [-1.674704153656493, 48.11631862682222], [-1.67439842718604, 48.116414844536486]]}";18;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1175761118, -1.68555553152;"{""type"": ""LineString"", ""coordinates"": [[-1.685452472456659, 48.117740450354795], [-1.685658590577973, 48.117411773340464]]}";7;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1120819941, -1.67733108397;"{""type"": ""LineString"", ""coordinates"": [[-1.677331265953179, 48.11226164057182], [-1.677330901994508, 48.111902347561546]]}";280;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1126469485, -1.68431242213;"{""type"": ""LineString"", ""coordinates"": [[-1.684112444385303, 48.11273004127731], [-1.684512399876531, 48.11256385580652]]}";28;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1116128932, -1.68570610875;"{""type"": ""LineString"", ""coordinates"": [[-1.685693391630967, 48.1114465732778], [-1.685718825864485, 48.111779213083956]]}";47;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1094006271, -1.67580043178;"{""type"": ""LineString"", ""coordinates"": [[-1.67603384804788, 48.1093999598582], [-1.675567015509663, 48.109401294364275]]}";170;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1131893211, -1.68591996306;"{""type"": ""LineString"", ""coordinates"": [[-1.685420268257177, 48.113085412934154], [-1.685824929368729, 48.11316682089868], [-1.686201191468124, 48.1132492109806], [-1.686418437597048, 48.11329893259681]]}";50;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.099587384, -1.674126399;"{""type"": ""LineString"", ""coordinates"": [[-1.674258107388329, 48.099570803997885], [-1.673994690614953, 48.099603963973784]]}";316;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1075560334, -1.68686733132;"{""type"": ""LineString"", ""coordinates"": [[-1.687050701333505, 48.107933482008235], [-1.686683961309553, 48.1071785848872]]}";332;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1060971605, -1.68438189318;"{""type"": ""LineString"", ""coordinates"": [[-1.684375806862387, 48.10578645679962], [-1.684386377623722, 48.1063435514911], [-1.684391280644916, 48.10640770686922]]}";118;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1057805393, -1.67347699146;"{""type"": ""LineString"", ""coordinates"": [[-1.673859772099139, 48.105761886974285], [-1.673434587988938, 48.10578357837906], [-1.673179158818759, 48.10579231396828], [-1.673094558370198, 48.10580234765109]]}";141;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1070903988, -1.67471867529;"{""type"": ""LineString"", ""coordinates"": [[-1.674776465951081, 48.10728853149506], [-1.674660884630074, 48.106892266012665]]}";145;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1083507845, -1.67977785051;"{""type"": ""LineString"", ""coordinates"": [[-1.679708876622674, 48.10851916647959], [-1.679707214098644, 48.108367627125126], [-1.679929049871107, 48.108227056772215]]}";95;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1081631191, -1.67956821333;"{""type"": ""LineString"", ""coordinates"": [[-1.679856074485437, 48.108164304413876], [-1.6795247537043, 48.108167477017695], [-1.679280655522607, 48.10815125344944]]}";97;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1025370138, -1.6834215274;"{""type"": ""LineString"", ""coordinates"": [[-1.683780903889089, 48.10219055688373], [-1.683402640488755, 48.10254657507009], [-1.683135999844087, 48.10282729283704], [-1.683065865553914, 48.102886880919286]]}";125;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1085483042, -1.68272537146;"{""type"": ""LineString"", ""coordinates"": [[-1.683351231866423, 48.1085442847414], [-1.682953157976818, 48.10854840566666], [-1.682626031527332, 48.108550092583314], [-1.682384050503775, 48.10854885168373], [-1.682099497252575, 48.10854907902373]]}";76;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1154325706, -1.6770023891;"{""type"": ""LineString"", ""coordinates"": [[-1.677001814806833, 48.11551835131639], [-1.677002963392751, 48.11534678980901]]}";17;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1093273639, -1.68170193995;"{""type"": ""LineString"", ""coordinates"": [[-1.681566761251725, 48.10932723329985], [-1.681837118649379, 48.109327494495936]]}";72;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1061142255, -1.68003638019;"{""type"": ""LineString"", ""coordinates"": [[-1.679603939860896, 48.10617870370415], [-1.680342418377823, 48.106067644391175], [-1.680469589506941, 48.10605613809481]]}";110;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1175323801, -1.67563205558;"{""type"": ""LineString"", ""coordinates"": [[-1.675589776443489, 48.117906379692606], [-1.675674334708968, 48.11715838050687]]}";364;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1033635074, -1.68319331407;"{""type"": ""LineString"", ""coordinates"": [[-1.683144010562774, 48.10357857168637], [-1.68324261757655, 48.10314844310774]]}";348;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1054535721, -1.66471677239;"{""type"": ""LineString"", ""coordinates"": [[-1.664918817444035, 48.105514570028774], [-1.664514727344649, 48.105392574238515]]}";160;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1123837011, -1.67621650448;"{""type"": ""LineString"", ""coordinates"": [[-1.677192956074907, 48.112387260003175], [-1.676296125795362, 48.11238221708678], [-1.675474345124407, 48.11238174944381], [-1.675240165832059, 48.11238976118206]]}";217;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.110460898, -1.67516638101;"{""type"": ""LineString"", ""coordinates"": [[-1.675888423071992, 48.110395065374924], [-1.675632415993111, 48.1103966852819], [-1.675399346774757, 48.110418948998735], [-1.675144983390379, 48.110441950118116], [-1.674840113743283, 48.11050240459755], [-1.674451723577026, 48.11058715412334]]}";209;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1036095604, -1.68283286375;"{""type"": ""LineString"", ""coordinates"": [[-1.682659328039573, 48.10358841712589], [-1.683006399459038, 48.10363070365187]]}";346;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1128424519, -1.68048554138;"{""type"": ""LineString"", ""coordinates"": [[-1.68056346314042, 48.112907333832624], [-1.680407619613175, 48.112777569914094]]}";337;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1129488066, -1.68688615176;"{""type"": ""LineString"", ""coordinates"": [[-1.687089080362364, 48.11338931742286], [-1.686683223147879, 48.112508295802996]]}";373;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1058886842, -1.66857793918;"{""type"": ""LineString"", ""coordinates"": [[-1.668713078790223, 48.105447511305634], [-1.668596740463422, 48.10591210070525], [-1.668394564561002, 48.1063118779047]]}";294;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1109884131, -1.68581647078;"{""type"": ""LineString"", ""coordinates"": [[-1.685619543829818, 48.11059646876255], [-1.686013397724516, 48.11138035746567]]}";360;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1084661804, -1.69122241326;"{""type"": ""LineString"", ""coordinates"": [[-1.691575449186907, 48.108386217294914], [-1.690869377329173, 48.10854614350288]]}";1641;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1098883283, -1.6898843994;"{""type"": ""LineString"", ""coordinates"": [[-1.689876103390512, 48.1097064459501], [-1.68989269541583, 48.11007021057542]]}";1617;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1091682733, -1.67615736078;"{""type"": ""LineString"", ""coordinates"": [[-1.676095155498271, 48.10929269957364], [-1.676219566055352, 48.10904384700716]]}";4172;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1100801217, -1.69440163136;"{""type"": ""LineString"", ""coordinates"": [[-1.694559414058838, 48.11088902454192], [-1.694653102312554, 48.11009332242107], [-1.694077863630858, 48.10967833173173], [-1.693922810392227, 48.109370528729585]]}";1628;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1122733402, -1.67167534166;"{""type"": ""LineString"", ""coordinates"": [[-1.671938125503073, 48.11230158982355], [-1.671412557812806, 48.112245090589454]]}";658;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
