Geo Point;Geo Shape;ID;Zone tarifaire;Tarif 15';Tarif 30';Tarif 1h;Tarif 1h30;Tarif 2h;Tarif 3h;Tarif 4h
48.1123867128, -1.66129260255;"{""type"": ""LineString"", ""coordinates"": [[-1.661064318681327, 48.112437586946456], [-1.661254493587078, 48.1123827270065], [-1.661284131054467, 48.112399038615656], [-1.66152180373495, 48.112335516386906]]}";3532;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1047938066, -1.69226198181;"{""type"": ""LineString"", ""coordinates"": [[-1.69223966865509, 48.10498048877289], [-1.692284294959241, 48.104607124346686]]}";4565;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.109626229, -1.67280206572;"{""type"": ""LineString"", ""coordinates"": [[-1.67279834836701, 48.109453199591925], [-1.672805783081033, 48.10979925846427]]}";4527;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1041845846, -1.69095615868;"{""type"": ""LineString"", ""coordinates"": [[-1.691002807623281, 48.10406347526736], [-1.690909509741998, 48.10430569399076]]}";4874;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1060532383, -1.69053215943;"{""type"": ""LineString"", ""coordinates"": [[-1.690329612981573, 48.106042894439085], [-1.690734705872016, 48.106063582159486]]}";4907;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1084154315, -1.66818021224;"{""type"": ""LineString"", ""coordinates"": [[-1.6680458998102, 48.10837568265409], [-1.668314524667107, 48.10845518027689]]}";4499;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1066887343, -1.69159600306;"{""type"": ""LineString"", ""coordinates"": [[-1.691762142602499, 48.106697652441916], [-1.691429863518768, 48.106679816142645]]}";4898;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.108198349, -1.66763144152;"{""type"": ""LineString"", ""coordinates"": [[-1.667228291521732, 48.108076725123034], [-1.668034591515755, 48.10831997278429]]}";4498;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1029521762, -1.69141785182;"{""type"": ""LineString"", ""coordinates"": [[-1.691298971251113, 48.10326372155412], [-1.691536732398807, 48.10264063083216]]}";4580;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1088995637, -1.68701279132;"{""type"": ""LineString"", ""coordinates"": [[-1.687359577357322, 48.10878284501064], [-1.686666005287873, 48.10901628233599]]}";71;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1047064193, -1.69075872465;"{""type"": ""LineString"", ""coordinates"": [[-1.690818296380269, 48.10454735176534], [-1.690699152920008, 48.10486548690573]]}";4876;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1084604385, -1.68835802311;"{""type"": ""LineString"", ""coordinates"": [[-1.68855489387899, 48.10839557352999], [-1.688161152343769, 48.10852530354861]]}";4558;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1059546677, -1.69340448429;"{""type"": ""LineString"", ""coordinates"": [[-1.693389470451508, 48.106100669626514], [-1.693419498120284, 48.10580866581871]]}";4912;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1064099782, -1.69012042978;"{""type"": ""LineString"", ""coordinates"": [[-1.690153753299955, 48.106320787838385], [-1.690087106268054, 48.10649916853739]]}";4880;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1068538736, -1.69206126397;"{""type"": ""LineString"", ""coordinates"": [[-1.692050263334863, 48.106933284663185], [-1.692072264605767, 48.10677446251139]]}";4573;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1071065438, -1.69203372129;"{""type"": ""LineString"", ""coordinates"": [[-1.692024366584744, 48.107208557167894], [-1.692043075985355, 48.107004530361486]]}";4572;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1067039051, -1.69277063956;"{""type"": ""LineString"", ""coordinates"": [[-1.692936051210945, 48.1067114582238], [-1.692605227911655, 48.10669635203188]]}";4895;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1060776544, -1.69103450371;"{""type"": ""LineString"", ""coordinates"": [[-1.691165907597751, 48.106084090701174], [-1.690903099814299, 48.10607121812946]]}";4905;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1010138664, -1.67263040066;"{""type"": ""LineString"", ""coordinates"": [[-1.672521046501764, 48.10073227919909], [-1.672739754826201, 48.101295453672584]]}";323;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1081743229, -1.68660774982;"{""type"": ""LineString"", ""coordinates"": [[-1.686948725571276, 48.108115195497376], [-1.686266774065678, 48.10823345029045]]}";328;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.0997613856, -1.67274682061;"{""type"": ""LineString"", ""coordinates"": [[-1.673061489666538, 48.099720430085156], [-1.67243215155551, 48.09980234121222]]}";319;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1120664736, -1.67741616026;"{""type"": ""LineString"", ""coordinates"": [[-1.677413586500107, 48.11187114626518], [-1.677418241020135, 48.11211874422102], [-1.677414932766307, 48.112261792765445]]}";57;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1005374873, -1.67080006349;"{""type"": ""LineString"", ""coordinates"": [[-1.67190775426449, 48.10043319925578], [-1.66969237271225, 48.10064177538099]]}";309;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1082283243, -1.68595520397;"{""type"": ""LineString"", ""coordinates"": [[-1.686932153404468, 48.108066899979], [-1.684978254541505, 48.108389748610634]]}";327;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.105413945, -1.66766497811;"{""type"": ""LineString"", ""coordinates"": [[-1.668559193690929, 48.10541889517168], [-1.66727161472597, 48.105510293608226], [-1.667150049665772, 48.10550766501469], [-1.666945737046605, 48.105480778462706], [-1.666821602776495, 48.10544437366408], [-1.666753879431532, 48.10535184915742], [-1.666869788340285, 48.105280156089776], [-1.666970658214735, 48.10527671205297], [-1.667066587297619, 48.105341172050295], [-1.667131739539501, 48.10539991159559], [-1.667224070191921, 48.105417080818874], [-1.667315886527345, 48.105427495717535], [-1.668683139442313, 48.10531983364197]]}";203;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1053312713, -1.68996715244;"{""type"": ""LineString"", ""coordinates"": [[-1.690430226259756, 48.10520407987181], [-1.689504078623729, 48.10545846279428]]}";262;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1128046131, -1.69254401711;"{""type"": ""LineString"", ""coordinates"": [[-1.692888696001182, 48.11286710856633], [-1.6926813820193, 48.112842382597364], [-1.692514306684105, 48.112809147860155], [-1.6923651281532, 48.11276602752193], [-1.692207688608457, 48.112707222827964]]}";6678;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1190785774, -1.68585005144;"{""type"": ""LineString"", ""coordinates"": [[-1.685111353053785, 48.119902585279746], [-1.686588749829702, 48.118254569467176]]}";6742;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1159100784, -1.68801482312;"{""type"": ""LineString"", ""coordinates"": [[-1.688221758717714, 48.11599319178718], [-1.687807887516081, 48.115826965001574]]}";6690;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1182234774, -1.68362200334;"{""type"": ""LineString"", ""coordinates"": [[-1.683881042810689, 48.11826556811991], [-1.683362963873984, 48.11818138669473]]}";6603;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1153180464, -1.68861381276;"{""type"": ""LineString"", ""coordinates"": [[-1.688767179338937, 48.11537587842184], [-1.688460446179766, 48.11526021445475]]}";6686;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1152304958, -1.68909574829;"{""type"": ""LineString"", ""coordinates"": [[-1.689168223222069, 48.11515048569353], [-1.689023273365767, 48.11531050584903]]}";6684;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1128954921, -1.69163060909;"{""type"": ""LineString"", ""coordinates"": [[-1.691984571251793, 48.112638699955106], [-1.691503268811567, 48.11298334269896], [-1.691385882931411, 48.11307052723588], [-1.691292442986376, 48.11317046718096]]}";6675;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1213373952, -1.6876421326;"{""type"": ""LineString"", ""coordinates"": [[-1.68826826395261, 48.121581946059706], [-1.687016001256787, 48.121092844312486]]}";6718;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1207787879, -1.68556755477;"{""type"": ""LineString"", ""coordinates"": [[-1.68599984543714, 48.121270120238854], [-1.6851352641, 48.12028745551608]]}";6726;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1181383129, -1.68641810378;"{""type"": ""LineString"", ""coordinates"": [[-1.686542624895678, 48.118173291312985], [-1.686293582659675, 48.118103334498905]]}";6740;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1011964421, -1.67760231798;"{""type"": ""LineString"", ""coordinates"": [[-1.677616707405766, 48.10155919402121], [-1.677587928551084, 48.1008336901879]]}";6629;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1162177577, -1.68877651613;"{""type"": ""LineString"", ""coordinates"": [[-1.688480268407507, 48.116104718796166], [-1.689072763851805, 48.116330796541824]]}";6693;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1169045222, -1.69062272509;"{""type"": ""LineString"", ""coordinates"": [[-1.691255322389988, 48.11618732348111], [-1.689990127789965, 48.11762172098003]]}";6696;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.100879177, -1.67870461528;"{""type"": ""LineString"", ""coordinates"": [[-1.67898024451617, 48.101543853049805], [-1.678428986036955, 48.100214500948006]]}";6633;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1160014244, -1.67195087193;"{""type"": ""LineString"", ""coordinates"": [[-1.672835603114277, 48.11602889606921], [-1.671066140755145, 48.11597395267499]]}";6620;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1016793447, -1.67758403733;"{""type"": ""LineString"", ""coordinates"": [[-1.678299824373906, 48.10167234472724], [-1.676868250288609, 48.10168634463488]]}";6625;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.118134222, -1.68947304451;"{""type"": ""LineString"", ""coordinates"": [[-1.689804701156148, 48.11775640435592], [-1.689141387863749, 48.118512039609236]]}";6697;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1166732789, -1.68991625;"{""type"": ""LineString"", ""coordinates"": [[-1.689505910142259, 48.116508439996196], [-1.69032658985295, 48.11683811782559]]}";6694;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.101610843, -1.6782890499;"{""type"": ""LineString"", ""coordinates"": [[-1.677784541933249, 48.10161702158311], [-1.678793557863652, 48.10160466435957]]}";6627;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1121517971, -1.66261954574;"{""type"": ""LineString"", ""coordinates"": [[-1.662601383784072, 48.11211629597804], [-1.66263770769742, 48.112187298298636]]}";3267;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1115088048, -1.66339380756;"{""type"": ""LineString"", ""coordinates"": [[-1.663399544511233, 48.11154862448208], [-1.663388070617043, 48.111468985210365]]}";3255;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1085491369, -1.67042493801;"{""type"": ""LineString"", ""coordinates"": [[-1.67072900762636, 48.10864025472612], [-1.670120868397703, 48.10845801909601]]}";4517;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1091210949, -1.67129428598;"{""type"": ""LineString"", ""coordinates"": [[-1.671355313053684, 48.109279207395694], [-1.671233258898109, 48.10896298237632]]}";4514;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1083183912, -1.66884799995;"{""type"": ""LineString"", ""coordinates"": [[-1.668748817488354, 48.108463471581516], [-1.668947182412732, 48.10817331077977]]}";4503;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1105462086, -1.66238822683;"{""type"": ""LineString"", ""coordinates"": [[-1.66238548444019, 48.11043712930841], [-1.662390969212658, 48.110655287833325]]}";3261;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1085388112, -1.67055236818;"{""type"": ""LineString"", ""coordinates"": [[-1.670641529314723, 48.10856580093324], [-1.670463207038044, 48.108511821549236]]}";4519;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1081606573, -1.66914220384;"{""type"": ""LineString"", ""coordinates"": [[-1.66924662037906, 48.10819103376409], [-1.669037787307046, 48.108130280845494]]}";4525;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1109256605, -1.66239049437;"{""type"": ""LineString"", ""coordinates"": [[-1.662390176701777, 48.11086702490644], [-1.662390812042219, 48.11098429601992]]}";3263;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1097434095, -1.67287533771;"{""type"": ""LineString"", ""coordinates"": [[-1.672879282024386, 48.10979321946381], [-1.672871393400329, 48.10969359953495]]}";4528;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1106635332, -1.68455767173;"{""type"": ""LineString"", ""coordinates"": [[-1.684545101395126, 48.11039758662419], [-1.684570242073915, 48.11092947968912]]}";2250;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.110585578, -1.6642430152;"{""type"": ""LineString"", ""coordinates"": [[-1.664206975633854, 48.11038391685658], [-1.664279054766466, 48.110787239053494]]}";3239;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1125196152, -1.66355926864;"{""type"": ""LineString"", ""coordinates"": [[-1.663590664333732, 48.11270143853965], [-1.663527872942732, 48.11233779180033]]}";3249;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1163437994, -1.67257752804;"{""type"": ""LineString"", ""coordinates"": [[-1.673914375487875, 48.11637087814464], [-1.671240680591252, 48.11631672070484]]}";662;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1163495299, -1.68394514782;"{""type"": ""LineString"", ""coordinates"": [[-1.683607116000492, 48.11665706686105], [-1.684006149838958, 48.11638571405807], [-1.684069345475563, 48.11628968276768], [-1.684140605323733, 48.11594537595017]]}";6567;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1118769119, -1.66454564726;"{""type"": ""LineString"", ""coordinates"": [[-1.664530861687882, 48.111776427045164], [-1.66456043282808, 48.11197739670657]]}";3246;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1121723088, -1.66350507514;"{""type"": ""LineString"", ""coordinates"": [[-1.663521170638464, 48.11226368077268], [-1.663488979640179, 48.11208093677154]]}";3250;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1119566084, -1.66338019276;"{""type"": ""LineString"", ""coordinates"": [[-1.663367363915642, 48.1118856067241], [-1.663393021611253, 48.11202761008226]]}";3253;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1106305898, -1.66803263246;"{""type"": ""LineString"", ""coordinates"": [[-1.668172454188687, 48.11063175956416], [-1.667892810722991, 48.11062942001985]]}";3215;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1135868025, -1.67565843768;"{""type"": ""LineString"", ""coordinates"": [[-1.675271177105352, 48.11356530815985], [-1.676045698249459, 48.113608296821845]]}";970;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1035734162, -1.67909029703;"{""type"": ""LineString"", ""coordinates"": [[-1.67899772515205, 48.10326927192969], [-1.679182868910808, 48.103877560430305]]}";129;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1063275951, -1.66755380855;"{""type"": ""LineString"", ""coordinates"": [[-1.667826933162686, 48.106411173583744], [-1.66728068394517, 48.10624401665811]]}";164;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1040533525, -1.67884950012;"{""type"": ""LineString"", ""coordinates"": [[-1.679139446665398, 48.10400768616073], [-1.678559553578639, 48.10409901876226]]}";131;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1093460711, -1.67673744353;"{""type"": ""LineString"", ""coordinates"": [[-1.677068867040485, 48.109344510602334], [-1.676406020015928, 48.10934763150383]]}";206;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1064348101, -1.67817760118;"{""type"": ""LineString"", ""coordinates"": [[-1.677907831924588, 48.10646548507678], [-1.678447370440031, 48.1064041352079]]}";107;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1095718521, -1.6763058231;"{""type"": ""LineString"", ""coordinates"": [[-1.676327462196069, 48.10971539841083], [-1.676284183995669, 48.10942830584874]]}";208;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1161422083, -1.68534835853;"{""type"": ""LineString"", ""coordinates"": [[-1.686324574648835, 48.116345611562615], [-1.684372142404363, 48.11593880506541]]}";6572;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1076432929, -1.68442402537;"{""type"": ""LineString"", ""coordinates"": [[-1.684398581253301, 48.10692202710607], [-1.684420623502702, 48.10735008098349], [-1.684436937220617, 48.107842653984484], [-1.684430603523055, 48.10817876976555], [-1.68442348933483, 48.108364826250096]]}";116;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1033761993, -1.67916908394;"{""type"": ""LineString"", ""coordinates"": [[-1.678977125346669, 48.10271967033408], [-1.679196058335524, 48.10349117701868], [-1.679375763939304, 48.10402817897167]]}";128;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1172612106, -1.67209405313;"{""type"": ""LineString"", ""coordinates"": [[-1.673739310590694, 48.11712168954787], [-1.670448795678428, 48.11740073171788]]}";664;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1156118241, -1.68429900057;"{""type"": ""LineString"", ""coordinates"": [[-1.684219332124995, 48.11587922869739], [-1.684378669024448, 48.11534441941165]]}";6574;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1170208968, -1.68474211411;"{""type"": ""LineString"", ""coordinates"": [[-1.68566144687034, 48.11728384159477], [-1.683822781349786, 48.116757952024585]]}";6564;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1094637788, -1.6575455576;"{""type"": ""LineString"", ""coordinates"": [[-1.658301701035046, 48.109325429454685], [-1.657205811944594, 48.10952049633631], [-1.65679341677588, 48.10962111804556]]}";6591;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1083218975, -1.6941545271;"{""type"": ""LineString"", ""coordinates"": [[-1.693505895567358, 48.10847330829705], [-1.694803158626263, 48.108170486677295]]}";5535;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1150212153, -1.68314106382;"{""type"": ""LineString"", ""coordinates"": [[-1.683724979251058, 48.11511023446936], [-1.682557148393843, 48.11493219617366]]}";268;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1089715037, -1.69130452903;"{""type"": ""LineString"", ""coordinates"": [[-1.690793298122454, 48.109086965006526], [-1.691815759927681, 48.10885604241829]]}";5532;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1160747389, -1.67542463802;"{""type"": ""LineString"", ""coordinates"": [[-1.675017693572411, 48.11620588031343], [-1.675831582458449, 48.115943597513024]]}";258;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1102264819, -1.67483627588;"{""type"": ""LineString"", ""coordinates"": [[-1.675282785574526, 48.11022523812838], [-1.674389766183862, 48.110227725697946]]}";252;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1055420537, -1.69216556158;"{""type"": ""LineString"", ""coordinates"": [[-1.692201747683409, 48.10521472661627], [-1.692146248664714, 48.105718993874966], [-1.692128310174234, 48.105869258479665]]}";4567;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1079282424, -1.67614722292;"{""type"": ""LineString"", ""coordinates"": [[-1.676181190049503, 48.108257943943094], [-1.676113255787902, 48.10759854092508]]}";175;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1098180965, -1.69081461318;"{""type"": ""LineString"", ""coordinates"": [[-1.690824271348925, 48.109494748548386], [-1.690806231422081, 48.10959855865968], [-1.690822747893087, 48.11014270732569]]}";1620;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1098222564, -1.6906919082;"{""type"": ""LineString"", ""coordinates"": [[-1.690679744982364, 48.10953745683761], [-1.690704071411031, 48.110107056055256]]}";1621;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1101204787, -1.6902847896;"{""type"": ""LineString"", ""coordinates"": [[-1.689948793721825, 48.11008264784867], [-1.690620785475582, 48.11015830946664]]}";1618;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.110219763, -1.69118979629;"{""type"": ""LineString"", ""coordinates"": [[-1.690870562138989, 48.11018493226269], [-1.691509030445498, 48.11025459372126]]}";1619;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1093752183, -1.68155879077;"{""type"": ""LineString"", ""coordinates"": [[-1.681851304383312, 48.109375487654255], [-1.681494065002024, 48.10937558236379], [-1.681266281114603, 48.10937386091553]]}";64;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1036231943, -1.69181208988;"{""type"": ""LineString"", ""coordinates"": [[-1.691793264140129, 48.10374145118756], [-1.691830915610516, 48.10350493748153]]}";4925;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1053238781, -1.69225380179;"{""type"": ""LineString"", ""coordinates"": [[-1.692265646570047, 48.10521593386175], [-1.692241957001241, 48.10543182235142]]}";4566;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1102503521, -1.69053021568;"{""type"": ""LineString"", ""coordinates"": [[-1.691146110253909, 48.11031357627827], [-1.68991432110707, 48.110187128012946]]}";1622;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1076180475, -1.685591032;"{""type"": ""LineString"", ""coordinates"": [[-1.686312499916363, 48.10706471772443], [-1.684869564086755, 48.10817137728262]]}";303;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1152137159, -1.68007494174;"{""type"": ""LineString"", ""coordinates"": [[-1.680170484828655, 48.115301219964195], [-1.680077362528707, 48.11525146003747], [-1.680044507608422, 48.115218082386306], [-1.680034768716847, 48.11509054405802]]}";270;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1100035302, -1.6628015066;"{""type"": ""LineString"", ""coordinates"": [[-1.661573524505708, 48.110000466222004], [-1.664029488697157, 48.11000659421858]]}";5202;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1065664347, -1.68734742635;"{""type"": ""LineString"", ""coordinates"": [[-1.687225237810161, 48.10663315079954], [-1.687469614890006, 48.106499718534394]]}";261;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1015505531, -1.67088623758;"{""type"": ""LineString"", ""coordinates"": [[-1.671775463841565, 48.10153676542577], [-1.669997011315, 48.101564340733866]]}";306;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.111116765, -1.69183372207;"{""type"": ""LineString"", ""coordinates"": [[-1.692298907344499, 48.11099128784127], [-1.691745602380643, 48.111136614251684], [-1.691371082646552, 48.11125120071857]]}";1637;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1069936596, -1.67384733165;"{""type"": ""LineString"", ""coordinates"": [[-1.674259539384499, 48.106940569963065], [-1.673435123923199, 48.10704674930438]]}";253;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1064695608, -1.6743778955;"{""type"": ""LineString"", ""coordinates"": [[-1.67449363322403, 48.10679792794879], [-1.674262157771219, 48.10614119374699]]}";148;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1201614571, -1.67214333174;"{""type"": ""LineString"", ""coordinates"": [[-1.67219565509094, 48.11980058516912], [-1.672091008390713, 48.12052232896735]]}";6187;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1035995415, -1.67895357458;"{""type"": ""LineString"", ""coordinates"": [[-1.678860459220067, 48.10328827108329], [-1.679046689940387, 48.103910811985855]]}";130;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1178409117, -1.6705355421;"{""type"": ""LineString"", ""coordinates"": [[-1.670593976866488, 48.11816102168943], [-1.670477107323956, 48.1175208016738]]}";6182;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1178268819, -1.67076509787;"{""type"": ""LineString"", ""coordinates"": [[-1.67082262866228, 48.118149341585365], [-1.670707567083123, 48.117504422168196]]}";6179;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1052853925, -1.66993792995;"{""type"": ""LineString"", ""coordinates"": [[-1.671149630287401, 48.105204191826466], [-1.671072407013667, 48.105171103618275], [-1.668720076065453, 48.10540662857982]]}";152;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1170709159, -1.68587266879;"{""type"": ""LineString"", ""coordinates"": [[-1.685801911472499, 48.117192458734365], [-1.685943426110385, 48.11694937313291]]}";8;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1025300624, -1.68331592043;"{""type"": ""LineString"", ""coordinates"": [[-1.683670664343973, 48.10214431112079], [-1.683513462053247, 48.10232122530791], [-1.683316957684067, 48.102542364126144], [-1.683177777602519, 48.10267578369982], [-1.682949879478278, 48.10290514615631]]}";127;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1062666177, -1.67942919324;"{""type"": ""LineString"", ""coordinates"": [[-1.678721903720746, 48.10636614648104], [-1.679545530791551, 48.10625217696544], [-1.67986154681369, 48.106198466331875], [-1.680137181120006, 48.106174735726995]]}";109;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1043693337, -1.67765719499;"{""type"": ""LineString"", ""coordinates"": [[-1.677767583783604, 48.10434768577881], [-1.677546806205164, 48.104390981592296]]}";134;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1088420006, -1.69496722763;"{""type"": ""LineString"", ""coordinates"": [[-1.694784616231069, 48.10909213692083], [-1.695080739526697, 48.10877596493275], [-1.694982404748419, 48.10856517205665]]}";1633;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1077746672, -1.68464665216;"{""type"": ""LineString"", ""coordinates"": [[-1.684658707557186, 48.10810832221637], [-1.684634596757722, 48.10744101223366]]}";1610;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1038267568, -1.69245048413;"{""type"": ""LineString"", ""coordinates"": [[-1.692488619942479, 48.103535334244356], [-1.692412348324102, 48.10411817937599]]}";4561;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1092237472, -1.69422592373;"{""type"": ""LineString"", ""coordinates"": [[-1.693936327750072, 48.109291365196974], [-1.69451551971258, 48.10915612922681]]}";1630;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.106752051, -1.69266582837;"{""type"": ""LineString"", ""coordinates"": [[-1.692372461330176, 48.10673589274809], [-1.692959195410919, 48.106768209157174]]}";4894;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1018121102, -1.67818356118;"{""type"": ""LineString"", ""coordinates"": [[-1.678422896413083, 48.10178234427724], [-1.677944225948792, 48.10184187612211]]}";5194;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1068614369, -1.68914620393;"{""type"": ""LineString"", ""coordinates"": [[-1.68915214398154, 48.10673105474672], [-1.689140263878684, 48.10699181905596]]}";4893;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
