ap_timeo;ap_datemaj;equip_mobilier;equip_banc;equip_eclairage;equip_poubelle;access_pmr;access_li_ok;access_li_nok;Commune (nom);Coordonnées;Commune (code INSEE);Identifiant
1146;2011-08-25Z;Poteau;NON;NON;NON;NON;;C3 44;Rennes;48.111897, -1.671083;35238;1146
1159;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;14 9;;Rennes;48.134358, -1.658784;35238;1159
1163;2013-08-22Z;Abri simple;OUI;OUI;OUI;OUI;50 C6 C4 64 67;;Rennes;48.110164, -1.660479;35238;1163
1164;2013-08-22Z;Abri double;OUI;OUI;OUI;OUI;C4 C6 41;;Rennes;48.110145, -1.663921;35238;1164
1168;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C4 40 C6;;Rennes;48.109761, -1.678807;35238;1168
1171;2013-08-22Z;Abri simple;OUI;OUI;OUI;OUI;C6 C4;;Rennes;48.110016, -1.663623;35238;1171
1185;2017-01-30Z;Poteau;NON;NON;NON;OUI;31;;Rennes;48.117788, -1.684992;35238;1185
1192;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;31 C4;;Rennes;48.114999, -1.701423;35238;1192
1195;2017-01-30Z;Abri auvent;NON;OUI;OUI;OUI;31;;Rennes;48.117663, -1.684863;35238;1195
1198;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;31;;Rennes;48.116266, -1.668859;35238;1198
1204;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;35 40 32 41 C4 31;;Rennes;48.119511, -1.635317;35238;1204
1205;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.097147, -1.629252;35238;1205
1212;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11 C1;;Rennes;48.101949, -1.656538;35238;1212
1213;2011-12-22Z;Abri simple;OUI;OUI;OUI;OUI;C2 C1 11;;Rennes;48.102902, -1.661403;35238;1213
1217;2016-01-13Z;Abri double;OUI;OUI;NON;OUI;55 C4 11 53 56 54;;Rennes;48.108292, -1.694376;35238;1217
1235;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;54 56 55 11;;Rennes;48.108898, -1.709658;35238;1235
1240;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11 C4;;Rennes;48.109271, -1.689587;35238;1240
1243;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C1 11 C2;;Rennes;48.102515, -1.661094;35238;1243
1245;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.103213, -1.652536;35238;1245
1246;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.104353, -1.64928;35238;1246
1248;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;11;;Rennes;48.103911, -1.635839;35238;1248
1256;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C5;;Rennes;48.132591, -1.671614;35238;1256
1258;2014-08-19Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.130788, -1.663953;35238;1258
1263;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.119629, -1.674316;35238;1263
1266;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.09714, -1.689057;35238;1266
1270;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;72 59 C5;;Rennes;48.085811, -1.694039;35238;1270
1279;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;51 C5 71 151 36;;Rennes;48.119451, -1.674371;35238;1279
1308;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C4;;Rennes;48.118926, -1.704736;35238;1308
1309;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;76 C4;;Rennes;48.116745, -1.704803;35238;1309
1320;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.094927, -1.637296;35238;1320
1324;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.09768, -1.642447;35238;1324
1331;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.118043, -1.680797;35238;1331
1334;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;12;;Rennes;48.097716, -1.6713;35238;1334
1337;2011-08-25Z;Poteau;NON;NON;NON;OUI;12;;Rennes;48.097532, -1.66289;35238;1337
1339;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.094676, -1.658629;35238;1339
1342;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.091175, -1.651756;35238;1342
1343;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.087643, -1.645966;35238;1343
1371;2018-06-06Z;Abri simple;OUI;OUI;NON;OUI;12 14 C2;;Rennes;48.133246, -1.685105;35238;1371
1381;2013-08-22Z;Poteau;NON;NON;NON;PARTIEL;9;APIBUS;Rennes;48.105128, -1.696468;35238;1381
1384;2011-08-25Z;Abri simple;OUI;NON;OUI;PARTIEL;9;APIBUS;Rennes;48.102651, -1.703856;35238;1384
1393;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;9;;Rennes;48.097814, -1.707641;35238;1393
1403;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;9 14;;Rennes;48.125211, -1.66096;35238;1403
1404;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;9 14;;Rennes;48.126712, -1.658487;35238;1404
1413;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.118607, -1.707954;35238;1413
1431;2011-08-25Z;Abri simple;OUI;OUI;NON;;;;Rennes;48.119516, -1.65114;35238;1431
1437;2012-12-07Z;Abri auvent;NON;OUI;OUI;OUI;32;;Rennes;48.100804, -1.649824;35238;1437
1441;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;161 61 13 32;;Rennes;48.08608, -1.660855;35238;1441
1445;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.093147, -1.674668;35238;1445
1446;2015-05-11Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.089583, -1.674997;35238;1446
1447;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13 37;;Rennes;48.08721, -1.675075;35238;1447
1455;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.086702, -1.691043;35238;1455
1463;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.091328, -1.663129;35238;1463
1464;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.091295, -1.666295;35238;1464
1470;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C1;;Rennes;48.100631, -1.650392;35238;1470
1472;2011-08-25Z;Poteau;NON;NON;NON;OUI;32;;Rennes;48.107199, -1.650946;35238;1472
1483;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;41 70;;Rennes;48.12955, -1.64367;35238;1483
1486;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;51 71;;Rennes;48.134801, -1.659901;35238;1486
1491;2018-06-06Z;Abri provisoire;OUI;NON;NON;OUI;51 151 71;;Rennes;48.137951, -1.658541;35238;1491
1494;2015-01-22Z;Abri simple;OUI;OUI;NON;OUI;78;;Rennes;48.121217, -1.70297;35238;1494
1498;2012-03-20Z;Poteau;NON;NON;NON;OUI;53;;Rennes;48.116622, -1.723945;35238;1498
1500;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;53;;Rennes;48.113203, -1.704506;35238;1500
1501;2011-08-25Z;Abri double;OUI;OUI;NON;PARTIEL;57 157 158;APIBUS;Rennes;48.109403, -1.679768;35238;1501
1504;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;53;;Rennes;48.116353, -1.723158;35238;1504
1532;2011-08-25Z;Abri simple;OUI;OUI;NON;;;;Rennes;48.127001, -1.652714;35238;1532
1533;2011-08-25Z;Abri double;OUI;NON;NON;OUI;11;;Rennes;48.087637, -1.643479;35238;1533
1536;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;41 35 C4;;Rennes;48.12678, -1.630245;35238;1536
1546;2015-02-10Z;Poteau;NON;NON;NON;NON;;APIBUS 13;Rennes;48.101614, -1.708823;35238;1546
1551;2011-08-26Z;Abri double;OUI;OUI;NON;;;;Rennes;48.109936, -1.678228;35238;1551
1564;2014-12-01Z;Abri double;OUI;OUI;OUI;OUI;59 159;;Rennes;48.088114, -1.674405;35238;1564
1571;2011-12-19Z;Abri simple;OUI;OUI;OUI;OUI;C6 13;;Rennes;48.09829, -1.699389;35238;1571
1588;2011-12-19Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Rennes;48.098019, -1.703694;35238;1588
1001;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C1;;Rennes;48.129077, -1.63253;35238;1001
1018;2014-08-12Z;Abri simple;OUI;OUI;OUI;PARTIEL;57 158 C5 9 157;APIBUS;Rennes;48.106204, -1.680999;35238;1018
1021;2011-08-25Z;Abri simple;OUI;OUI;OUI;PARTIEL;C5 57 9;APIBUS;Rennes;48.105444, -1.684005;35238;1021
1028;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;9 C1;;Rennes;48.117513, -1.673538;35238;1028
1030;2011-08-30Z;Abri simple;OUI;NON;NON;OUI;9 C1;;Rennes;48.119572, -1.666629;35238;1030
1032;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 C1;;Rennes;48.123242, -1.659266;35238;1032
1038;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.128209, -1.637118;35238;1038
1042;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 C2;;Rennes;48.124255, -1.681766;35238;1042
1047;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 C2;;Rennes;48.11612, -1.691288;35238;1047
1066;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11 C2;;Rennes;48.087788, -1.638596;35238;1066
1070;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2 11;;Rennes;48.094492, -1.637889;35238;1070
1085;2014-01-08Z;Abri auvent;NON;OUI;NON;OUI;11 C2 C1;;Rennes;48.10471, -1.666557;35238;1085
1088;2011-08-25Z;Abri simple;OUI;OUI;NON;NON;;11 C2 55 54 C1 56;Rennes;48.107377, -1.674981;35238;1088
1097;2014-08-19Z;Abri simple;OUI;NON;NON;OUI;C2;;Rennes;48.121017, -1.686759;35238;1097
1103;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.138802, -1.659072;35238;1103
1113;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C3 44;;Rennes;48.116369, -1.655681;35238;1113
1118;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;44 C3;;Rennes;48.111816, -1.671244;35238;1118
1127;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.093042, -1.681932;35238;1127
1129;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.087271, -1.682479;35238;1129
1144;2011-08-25Z;Abri platine;OUI;OUI;NON;OUI;12;;Rennes;48.110073, -1.677735;35238;1144
1148;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;44 C3;;Rennes;48.113405, -1.661265;35238;1148
1155;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.129145, -1.652001;35238;1155
1161;2013-08-22Z;Abri simple;OUI;OUI;NON;OUI;C6 41 C4 40;;Rennes;48.112232, -1.644227;35238;1161
1165;2012-03-09Z;Abri simple;OUI;OUI;NON;OUI;C4 C6;;Rennes;48.110111, -1.67021;35238;1165
1166;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;50 C6 C4 64 40;;Rennes;48.109914, -1.675145;35238;1166
1172;2013-08-22Z;Abri double;OUI;OUI;OUI;OUI;64 C6 67 50 C4;;Rennes;48.11003, -1.659227;35238;1172
1177;2015-06-16Z;Abri double;OUI;OUI;OUI;OUI;64 14 31;;Rennes;48.122317, -1.639592;35238;1177
1180;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;31;;Rennes;48.116193, -1.659373;35238;1180
1181;2017-01-30Z;Abri simple;OUI;NON;NON;OUI;31;;Rennes;48.116147, -1.662569;35238;1181
1186;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;31;;Rennes;48.118577, -1.688167;35238;1186
1187;2011-08-25Z;Poteau;NON;NON;NON;OUI;31;;Rennes;48.114035, -1.698235;35238;1187
1191;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 C4;;Rennes;48.115474, -1.704489;35238;1191
1197;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.116347, -1.673257;35238;1197
1199;2017-01-30Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.116247, -1.662785;35238;1199
1203;2015-06-16Z;Abri provisoire;OUI;NON;NON;OUI;14 31 64;;Rennes;48.122308, -1.639183;35238;1203
1209;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.105033, -1.64458;35238;1209
1223;2011-08-25Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.106212, -1.723891;35238;1223
1224;2011-08-25Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.102975, -1.7234;35238;1224
1231;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11;;Rennes;48.103369, -1.723283;35238;1231
1237;2014-08-12Z;Abri auvent;NON;OUI;OUI;OUI;11;;Rennes;48.107689, -1.702121;35238;1237
1257;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.13267, -1.667599;35238;1257
1259;2015-02-10Z;Abri simple;OUI;NON;NON;OUI;C5;;Rennes;48.129452, -1.663592;35238;1259
1262;2014-12-22Z;Abri simple;OUI;OUI;NON;OUI;C5 51 151 71;;Rennes;48.121471, -1.67097;35238;1262
1274;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.095038, -1.689979;35238;1274
1283;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.128831, -1.663763;35238;1283
1285;2011-08-25Z;Poteau;NON;NON;NON;OUI;C5;;Rennes;48.132827, -1.667609;35238;1285
1292;2014-08-19Z;Abri simple;OUI;OUI;NON;OUI;41 32 35 40 C4;;Rennes;48.121437, -1.638194;35238;1292
1295;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;76 C4;;Rennes;48.116762, -1.704608;35238;1295
1296;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C4;;Rennes;48.119313, -1.704499;35238;1296
1299;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 C4;;Rennes;48.127905, -1.702753;35238;1299
1301;2016-03-22Z;Abri double;OUI;OUI;NON;OUI;14 C4;;Rennes;48.128165, -1.69398;35238;1301
1311;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C4 53;;Rennes;48.10957, -1.698313;35238;1311
1313;2015-06-16Z;Poteau;NON;NON;NON;OUI;32 41 C4 35 40;;Rennes;48.121826, -1.638248;35238;1313
1314;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;41 32 C4 35 14 40;;Rennes;48.125106, -1.632973;35238;1314
1317;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C1;;Rennes;48.100101, -1.649415;35238;1317
1319;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.097002, -1.641653;35238;1319
1327;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C1;;Rennes;48.101402, -1.65357;35238;1327
1338;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;12;;Rennes;48.09502, -1.661622;35238;1338
1344;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 13;;Rennes;48.0877, -1.650088;35238;1344
1346;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;13;;Rennes;48.084724, -1.655211;35238;1346
1356;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13 12;;Rennes;48.087458, -1.649853;35238;1356
1368;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;12;;Rennes;48.118322, -1.680513;35238;1368
1369;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.120269, -1.68102;35238;1369
1374;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 9;;Rennes;48.133162, -1.65696;35238;1374
1378;2016-11-16Z;Abri simple;OUI;OUI;OUI;OUI;9 14;;Rennes;48.12477, -1.661615;35238;1378
1389;2011-08-25Z;Poteau;NON;NON;NON;PARTIEL;13 9;APIBUS;Rennes;48.101249, -1.71181;35238;1389
1392;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;9;;Rennes;48.099871, -1.711154;35238;1392
1394;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13 9;;Rennes;48.099043, -1.705513;35238;1394
1405;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 9;;Rennes;48.128416, -1.657061;35238;1405
1406;2018-06-11Z;Abri simple;OUI;OUI;NON;OUI;9 14;;Rennes;48.130263, -1.656412;35238;1406
1412;2014-08-12Z;Abri simple;OUI;OUI;NON;OUI;12 14;;Rennes;48.1214, -1.707774;35238;1412
1418;2017-06-13Z;Abri simple;OUI;NON;NON;OUI;14;;Rennes;48.109104, -1.710162;35238;1418
1425;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.128, -1.682448;35238;1425
1426;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;36 14;;Rennes;48.132124, -1.672635;35238;1426
1432;2011-08-25Z;Abri auvent;OUI;OUI;NON;OUI;50 64;;Rennes;48.118769, -1.649907;35238;1432
1433;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;67 32;;Rennes;48.113595, -1.65655;35238;1433
1436;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;32;;Rennes;48.103612, -1.649802;35238;1436
1438;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;32;;Rennes;48.099251, -1.652881;35238;1438
1440;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.087647, -1.653923;35238;1440
1444;2014-08-12Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.093622, -1.66964;35238;1444
1456;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13 72 59;;Rennes;48.086541, -1.687451;35238;1456
1462;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;13;;Rennes;48.093478, -1.670045;35238;1462
1465;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;161 13 32 61;;Rennes;48.086117, -1.661119;35238;1465
1489;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;51;;Rennes;48.132299, -1.661521;35238;1489
1490;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;51 71;;Rennes;48.136021, -1.659114;35238;1490
1495;2016-03-22Z;Abri simple;OUI;NON;OUI;OUI;52 78 68 168;;Rennes;48.126607, -1.693012;35238;1495
1497;2015-01-22Z;Abri simple;OUI;OUI;OUI;OUI;52 152 82 81;;Rennes;48.120973, -1.70298;35238;1497
1502;2015-02-10Z;Abri simple;OUI;NON;OUI;OUI;53;;Rennes;48.113945, -1.705436;35238;1502
1506;2016-01-13Z;Abri simple;OUI;OUI;OUI;OUI;54 55 56;;Rennes;48.106766, -1.730277;35238;1506
1510;2014-12-01Z;Abri double;OUI;OUI;OUI;OUI;74 161 61;;Rennes;48.087784, -1.674415;35238;1510
1514;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;50 64;;Rennes;48.113326, -1.647648;35238;1514
1517;2012-03-20Z;Poteau;NON;NON;NON;OUI;65 82 77 81 52;;Rennes;48.118565, -1.713574;35238;1517
1527;2015-02-10Z;Abri auvent;NON;OUI;OUI;OUI;32 67;;Rennes;48.114569, -1.649959;35238;1527
1529;2015-01-22Z;Abri simple;OUI;OUI;NON;OUI;168 68;;Rennes;48.121156, -1.702973;35238;1529
1545;2015-02-10Z;Poteau;NON;NON;NON;PARTIEL;13;APIBUS;Rennes;48.101549, -1.708422;35238;1545
1547;2011-08-25Z;Abri double;NON;OUI;OUI;NON;;APIBUS;Rennes;48.091983, -1.737811;35238;1547
1548;2011-08-25Z;Poteau;NON;NON;NON;NON;;APIBUS;Rennes;48.092122, -1.737327;35238;1548
1552;2018-06-06Z;Abri simple;NON;OUI;OUI;OUI;C3 44;;Rennes;48.11062, -1.672189;35238;1552
1563;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;150 50;;Rennes;48.109698, -1.67815;35238;1563
1567;2011-11-30Z;Abri simple;OUI;NON;NON;OUI;55 54;;Rennes;48.106213, -1.677425;35238;1567
1002;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.128283, -1.637782;35238;1002
1011;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;36 9 51 C1 71 70 31 151;;Rennes;48.118312, -1.671315;35238;1011
1025;2011-08-25Z;Abri simple;OUI;OUI;NON;NON;;12 9 C5 C1;Rennes;48.112738, -1.680211;35238;1025
1029;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;9 C1 70;;Rennes;48.118281, -1.669591;35238;1029
1035;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;50 C1;;Rennes;48.123677, -1.645158;35238;1035
1036;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;50 C1;;Rennes;48.125556, -1.64198;35238;1036
1037;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.127801, -1.639871;35238;1037
1041;2018-03-30Z;;;;;OUI;C2 14 12;;Rennes;48.12896, -1.68363;35238;1041
1061;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Rennes;48.097255, -1.654254;35238;1061
1067;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11 C2;;Rennes;48.089455, -1.635281;35238;1067
1071;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C2;;Rennes;48.096225, -1.636899;35238;1071
1074;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;C2 11;;Rennes;48.091827, -1.636274;35238;1074
1081;2014-08-12Z;Abri platine;OUI;OUI;OUI;OUI;C2;;Rennes;48.09806, -1.655275;35238;1081
1090;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.109526, -1.677947;35238;1090
1101;2011-08-25Z;;;;;OUI;C2 12;;Rennes;48.127266, -1.68326;35238;1101
1104;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.134745, -1.658572;35238;1104
1106;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.134264, -1.652215;35238;1106
1108;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.128344, -1.652232;35238;1108
1112;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 C3;;Rennes;48.11893, -1.651063;35238;1112
1116;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;44 C3;;Rennes;48.112746, -1.664452;35238;1116
1126;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C3;;Rennes;48.096023, -1.681712;35238;1126
1147;2011-08-25Z;Poteau;NON;NON;NON;OUI;44 C3;;Rennes;48.112666, -1.664346;35238;1147
1151;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;C3 44 31;;Rennes;48.118733, -1.651589;35238;1151
1156;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.131782, -1.651905;35238;1156
1158;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C3;;Rennes;48.135605, -1.656126;35238;1158
1167;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;53 164 64 153 40;;Rennes;48.109405, -1.678734;35238;1167
1170;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C6 C4;;Rennes;48.109996, -1.669018;35238;1170
1179;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.117043, -1.655802;35238;1179
1183;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 12;;Rennes;48.117342, -1.678809;35238;1183
1184;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;31;;Rennes;48.117227, -1.681484;35238;1184
1200;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.116798, -1.656369;35238;1200
1202;2014-08-19Z;Abri simple;OUI;OUI;OUI;OUI;14 31 64;;Rennes;48.120592, -1.644215;35238;1202
1210;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.10431, -1.64971;35238;1210
1211;2015-02-10Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.103116, -1.652491;35238;1211
1220;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;11;;Rennes;48.109162, -1.706366;35238;1220
1229;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11;;Rennes;48.101154, -1.731617;35238;1229
1232;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11;;Rennes;48.106259, -1.723704;35238;1232
1239;2016-01-13Z;Abri simple;OUI;OUI;NON;OUI;11 53 55 C4 54 56;;Rennes;48.108237, -1.694247;35238;1239
1244;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.102217, -1.655063;35238;1244
1254;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 C5;;Rennes;48.136796, -1.671078;35238;1254
1268;2011-08-25Z;Poteau;NON;NON;NON;OUI;C5;;Rennes;48.083743, -1.693637;35238;1268
1276;2011-08-25Z;Abri double;OUI;OUI;NON;PARTIEL;57 C5;63;Rennes;48.099714, -1.68619;35238;1276
1277;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5 57;;Rennes;48.102127, -1.684092;35238;1277
1281;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;71 51 C5;;Rennes;48.125362, -1.66626;35238;1281
1288;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5 14;;Rennes;48.136641, -1.670632;35238;1288
1302;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;52 14 C4 68 78;;Rennes;48.131493, -1.691785;35238;1302
1315;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.109698, -1.678048;35238;1315
1322;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.094297, -1.634589;35238;1322
1323;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.095474, -1.638069;35238;1323
1326;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;32;;Rennes;48.101207, -1.649587;35238;1326
1329;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.12158, -1.683279;35238;1329
1335;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;12;;Rennes;48.097705, -1.6684;35238;1335
1347;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.084769, -1.657925;35238;1347
1362;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.095014, -1.661464;35238;1362
1365;2011-08-25Z;Poteau;NON;NON;NON;OUI;12;;Rennes;48.097759, -1.669245;35238;1365
1366;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.097797, -1.67092;35238;1366
1370;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;12;;Rennes;48.121947, -1.683469;35238;1370
1372;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;9;;Rennes;48.138364, -1.659181;35238;1372
1376;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;9 14;;Rennes;48.128579, -1.657192;35238;1376
1377;2011-08-25Z;Abri double;OUI;NON;NON;OUI;9 14;;Rennes;48.126826, -1.65857;35238;1377
